1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,,,,,15,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,10,,,,,,,,,,5,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1
