1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,,,10,,,,,,15,,,,,,,,,,,,,,1
1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,4
6,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
